Year,home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,Round,_home_team_norm,_away_team_norm,Home_Avg_Squad_Age,Away_Avg_Squad_Age,Home_Avg_Experience_Caps,Away_Avg_Experience_Caps,Home_FIFA_Rank,Away_FIFA_Rank,FIFA_Rank_Diff,Age_Diff,Exp_Diff
2014,Germany,Argentina,1,,,0,,,Final,Germany,Argentina,26.22,28.83,42.78,32.22,2.0,3.0,1.0,-2.6099999999999994,10.560000000000002
2014,Brazil,Netherlands,0,,,3,,,Third-place match,Brazil,Netherlands,28.39,26.43,29.65,28.65,11.0,8.0,-3.0,1.9600000000000009,1.0
2014,Netherlands,Argentina,0,,2.0,0,,4.0,Semi-finals,Netherlands,Argentina,26.43,28.83,28.65,32.22,8.0,3.0,-5.0,-2.3999999999999986,-3.5700000000000003
2014,Brazil,Germany,1,,,7,,,Semi-finals,Brazil,Germany,28.39,26.22,29.65,42.78,11.0,2.0,-9.0,2.1700000000000017,-13.130000000000003
2014,Argentina,Belgium,1,,,0,,,Quarter-finals,Argentina,Belgium,28.83,25.91,32.22,32.57,3.0,5.0,2.0,2.919999999999998,-0.3500000000000014
2014,Netherlands,Costa Rica,0,,4.0,0,,3.0,Quarter-finals,Netherlands,Costa Rica,26.43,27.7,28.65,39.96,8.0,25.0,17.0,-1.2699999999999996,-11.310000000000002
2014,France,Germany,0,,,1,,,Quarter-finals,France,Germany,26.83,26.22,21.35,42.78,20.0,2.0,-18.0,0.6099999999999994,-21.43
2014,Brazil,Colombia,2,,,1,,,Quarter-finals,Brazil,Colombia,28.39,27.43,29.65,28.26,11.0,4.0,-7.0,0.9600000000000009,1.389999999999997
2014,Argentina,Switzerland,1,,,0,,,Round of 16,Argentina,Switzerland,28.83,26.09,32.22,32.22,3.0,7.0,4.0,2.7399999999999984,0.0
2014,Belgium,United States,2,,,1,,,Round of 16,Belgium,USA,25.91,28.83,32.57,50.13,5.0,,,-2.919999999999998,-17.560000000000002
2014,France,Nigeria,2,,,0,,,Round of 16,France,Nigeria,26.83,25.83,21.35,28.17,20.0,27.0,7.0,1.0,-6.82
2014,Germany,Algeria,2,,,1,,,Round of 16,Germany,Algeria,26.22,26.57,42.78,16.57,2.0,26.0,24.0,-0.3500000000000014,26.21
2014,Netherlands,Mexico,2,,,1,,,Round of 16,Netherlands,Mexico,26.43,27.17,28.65,41.22,8.0,24.0,16.0,-0.740000000000002,-12.57
2014,Costa Rica,Greece,1,,5.0,1,,3.0,Round of 16,Costa Rica,Greece,27.7,28.52,39.96,38.78,25.0,15.0,-10.0,-0.8200000000000003,1.1799999999999997
2014,Brazil,Chile,1,,3.0,1,,2.0,Round of 16,Brazil,Chile,28.39,28.04,29.65,34.96,11.0,12.0,1.0,0.3500000000000014,-5.310000000000002
2014,Colombia,Uruguay,2,,,0,,,Round of 16,Colombia,Uruguay,27.43,28.57,28.26,49.96,4.0,6.0,2.0,-1.1400000000000006,-21.7
2014,United States,Germany,0,,,1,,,Group stage,USA,Germany,28.83,26.22,50.13,42.78,,2.0,,2.6099999999999994,7.350000000000001
2014,Portugal,Ghana,2,,,1,,,Group stage,Portugal,Ghana,28.48,25.65,38.13,30.7,14.0,23.0,9.0,2.830000000000002,7.430000000000003
2014,Korea Republic,Belgium,0,,,1,,,Group stage,South Korea,Belgium,27.13,25.91,42.09,32.57,,5.0,,1.2199999999999989,9.520000000000003
2014,Algeria,Russia,1,,,1,,,Group stage,Algeria,Russia,26.57,27.43,16.57,26.7,26.0,18.0,-8.0,-0.8599999999999994,-10.129999999999999
2014,Bosnia and Herzegovina,IR Iran,3,,,1,,,Group stage,Bosnia & Herzegovina,Iran,,28.48,,30.61,16.0,,,,
2014,Nigeria,Argentina,2,,,3,,,Group stage,Nigeria,Argentina,25.83,28.83,28.17,32.22,27.0,3.0,-24.0,-3.0,-4.049999999999997
2014,Honduras,Switzerland,0,,,3,,,Group stage,Honduras,Switzerland,28.74,26.09,47.43,32.22,28.0,7.0,-21.0,2.6499999999999986,15.21
2014,Ecuador,France,0,,,0,,,Group stage,Ecuador,France,27.78,26.83,35.39,21.35,22.0,20.0,-2.0,0.9500000000000028,14.04
2014,Costa Rica,England,0,,,0,,,Group stage,Costa Rica,England,27.7,26.65,39.96,28.57,25.0,10.0,-15.0,1.0500000000000007,11.39
2014,Italy,Uruguay,0,,,1,,,Group stage,Italy,Uruguay,27.91,28.57,32.74,49.96,9.0,6.0,-3.0,-0.6600000000000001,-17.22
